FID,ponto,id_bem,identificacao_bem,co_iphan,no_logradouro,nu_logradouro,id_natureza,ds_natureza,codigo_iphan,id_classificacao,ds_classificacao,id_tipo_bem,ds_tipo_bem,sg_tipo_bem,sintese_bem,dt_cadastro
tg_bem_classificacao.fid-7766db4e_192a223c909_4da9,POINT (-50.523919257450046 -23.145357506268617),1378,Armazém,PR4123907BIED00001,Liberatos Spagolla,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém, localizado(a) no estado de Paraná, cidade(s) de Santa Mariana, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_4daa,POINT (-45.44070602407385 -20.599914067759894),1563,Terreno,MG3126109BIED00006,Timboré,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno, localizado(a) no estado de Minas Gerais, cidade(s) de Formiga, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a223c909_4db8,POINT (-48.916470276005185 -23.097591505205237),1716,Antiga Estação Ferroviária de Avaré,SP3504503BIED00001,Engenheiro Müler,48 - 88,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antiga Estação Ferroviária de Avaré, localizado(a) no estado de São Paulo, cidade(s) de Avaré, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-11-10
tg_bem_classificacao.fid-7766db4e_192a223c909_4ddd,POINT (-42.945314911505506 -22.853489917188394),1633,Prédio da Estação Ferroviária de Ipiíba,RJ3304904BIED00001,Sta. Izabel,76,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Prédio da Estação Ferroviária de Ipiíba, localizado(a) no estado de Rio de Janeiro, cidade(s) de São Gonçalo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_4ddf,POINT (-50.006363958770926 -23.31835211586865),1656,Estação Ferroviária de Platina,PR4124103BIED00006,Topazio,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Platina, localizado(a) no estado de Paraná, cidade(s) de Santo Antônio da Platina, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado. Possui construção em alvenaria com cobertura em duas águas com telhas francesas. Na fachada principal, um volume centralizado com vão em arco pleno forma uma pequena varanda.Algumas aberturas encontram-se fechadas.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_4e3b,POINT (-43.29173849584064 -22.895121815931976),1641,Terreno - Museu do Trem,RJ3304557BIED00105,Arquias Cordeiro,1416,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno - Museu do Trem, localizado(a) no estado de Rio de Janeiro, cidade(s) de Rio de Janeiro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_4e80,POINT (-36.032827041706426 -9.15895603784141),1262,Armazém/Depósito,AL2709301BIED00001,da Estação,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém/Depósito, localizado(a) no estado de Alagoas, cidade(s) de União dos Palmares, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-13
tg_bem_classificacao.fid-7766db4e_192a223c909_4e9b,POINT (-38.74461217724319 -4.313352196453165),2623,Estação Ferroviária de Antônio Diogo,CE2311603BIED00002,João Vicente,354-A,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Antônio Diogo, localizado(a) no estado de Ceará, cidade(s) de Redenção, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-05-23
tg_bem_classificacao.fid-7766db4e_192a223c909_4eaa,POINT (-49.21408660273126 -25.448104166337544),1654,Terreno,PR4106902BIED00005,Ermínio Bertolini,44,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno, localizado(a) no estado de Paraná, cidade(s) de Curitiba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_4f14,POINT (-51.15136648837417 -26.472909083500674),2504,Casa 6,SC4210704BIED00008,Cristóvão Carneiro,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Residência 6, localizado(a) no estado de Santa Catarina, cidade(s) de Matos Costa, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-20
tg_bem_classificacao.fid-7766db4e_192a223c909_4f43,POINT (-49.21588368277001 -25.44824948428855),1655,Prédio da Escola Municipal Durival de Brito,PR4106902BIED00006,Emílio Betolini,44,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Prédio da Escola Municipal Durival de Brito, localizado(a) no estado de Paraná, cidade(s) de Curitiba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_4ffc,POINT (-50.83723587840393 -26.03779324321102),1653,Estação Ferroviária de Paulo Frontin,PR4118709BIED00001,da Estação,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Paulo Frontin, localizado(a) no estado de Paraná, cidade(s) de Paulo Frontin, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_5066,POINT (-47.4802031620703 -19.955813855511593),1407,Armazém,MG3156908BIED00001,Sem Nome,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém, localizado(a) no estado de Minas Gerais, cidade(s) de Sacramento, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_508f,POINT (-41.70318983157024 -3.9342752526503437),1670,Estação Ferroviária de Piracuruca,PI2208304BIED00002,Sen. Gervásio,341,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Piracuruca, localizado(a) no estado de Piauí, cidade(s) de Piracuruca, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_50ac,POINT (-54.62002133575406 -20.455370779742992),1583,Residência EFNOB/RFFSA,MS5002704BIED00003,Calógeras,3018,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Residência EFNOB/RFFSA, localizado(a) no estado de Mato Grosso do Sul, cidade(s) de Campo Grande, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a223c909_51be,POINT (-41.745901960429975 -21.646867360386327),1632,Casa do Agente,RJ3304805BIED00006,Paranhos,220,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Casa do Agente, localizado(a) no estado de Rio de Janeiro, cidade(s) de São Fidélis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_51f5,POINT (-43.68107553528793 -22.344947631664894),2474,Oficina,RJ3306107BIED00008,Barão de Juparanã,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Oficina, localizado(a) no estado de Rio de Janeiro, cidade(s) de Valença, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-13
tg_bem_classificacao.fid-7766db4e_192a223c909_5224,POINT (-41.745907324849945 -21.646877332573396),1631,Armazém,RJ3304805BIED00005,Paranhos,220,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém , localizado(a) no estado de Rio de Janeiro, cidade(s) de São Fidélis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_5228,POINT (-34.88377897553943 -8.067059240766303),2420,Anexo 01 - Estação Central do Recife,PE2611606BIED00040,do Peixoto,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Anexo 01, localizado(a) no estado de Pernambuco, cidade(s) de Recife, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-06
tg_bem_classificacao.fid-7766db4e_192a223c909_523a,POINT (-51.083587432718396 -26.230267227392684),2497,Armazém 1,SC4213609BIED00002,Hercílio Luz,126,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém 1, localizado(a) no estado de Santa Catarina, cidade(s) de Porto União, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-19
tg_bem_classificacao.fid-7766db4e_192a223c909_5251,POINT (-46.973329312529984 -21.18509350564039),1370,Estação Ferroviária de Monte Santo de Minas,MG3143203BIED00001,Conde Ribeiro do Vale,250,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Monte Santo de Minas, localizado(a) no estado de Minas Gerais, cidade(s) de Monte Santo de Minas, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_526b,POINT (-41.74590196043087 -21.646862374295893),1630,Alojamento,RJ3304805BIED00004,Paranhos,220,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Alojamento, localizado(a) no estado de Rio de Janeiro, cidade(s) de São Fidélis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado. Edificação de linhas retas com telhado de uma água e alvenarias portantes. As esquadrias são de madeira e vidro.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_5283,POINT (-49.94571312436694 -24.527503211948257),2553,Armazém em madeira,PR4119400BIED00003,José Fanchin,110,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém em madeira , localizado(a) no estado de Paraná, cidade(s) de Piraí do Sul, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-27
tg_bem_classificacao.fid-7766db4e_192a223c909_5284,POINT (-49.94576676854603 -24.5275861777727),2554,"Áreas de terrenos não operac n° 1, 2, 3 e 6, c/ área de 7.137,27m², 8.048,50m², 1.650,53m², 231,73m²",PR4119400BIED00004,José Fanchin,110,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Áreas de terrenos não operac n° 1, 2, 3 e 6, c/ área de 7.137,27m², 8.048,50m², 1.650,53m², 231,73m², localizado(a) no estado de Paraná, cidade(s) de Piraí do Sul, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-27
tg_bem_classificacao.fid-7766db4e_192a223c909_529c,POINT (-34.88340346627858 -8.067229203432582),1589,Estação Central do Recife,PE2611606BIED00022,do Peixoto,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Central do Recife, localizado(a) no estado de Pernambuco, cidade(s) de Recife, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a223c909_52a3,POINT (-34.88362877183581 -8.067606307843477),2421,Anexo 02 - Estação Central do Recife,PE2611606BIED00041,do Peixoto,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Anexo 2, localizado(a) no estado de Pernambuco, cidade(s) de Recife, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-06
tg_bem_classificacao.fid-7766db4e_192a223c909_52bd,POINT (-34.88270609193418 -8.073560261832549),2434,Armazém com características de casario no Pátio Ferroviário de Cinco Pontas,PE2611606BIED00043,Cinco Pontas,321,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém com características de casario no Pátio Ferroviário de Cinco Pontas, localizado(a) no estado de Pernambuco, cidade(s) de Recife, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-10
tg_bem_classificacao.fid-7766db4e_192a223c909_52f5,POINT (-35.398427507204616 -8.139513233438933),1603,Estação Ferroviária de Pombos,PE2611309BIED00001,Paulo Bezerra,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Pombos, localizado(a) no estado de Pernambuco, cidade(s) de Pombos, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a223c909_5337,POINT (-51.1512055558333 -26.47288987576477),2505,Casa 7,SC4210704BIED00009,Cristóvão Carneiro,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Residência 7, localizado(a) no estado de Santa Catarina, cidade(s) de Matos Costa, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-20
tg_bem_classificacao.fid-7766db4e_192a223c909_535f,POINT (-35.2969566384953 -8.120187895941102),1604,Pátio Ferroviário de Vitória de Santo Antão,PE2616407BIED00001,Leão Coroado,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Pátio Ferroviário de Vitória de Santo Antão, localizado(a) no estado de Pernambuco, cidade(s) de Vitória de Santo Antão, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a223c909_5406,POINT (-44.32647219999999 -3.1439888999999948),1252,Armazém isolado (oficina mecânica),MA2110203BIED00002,da Igreja,,2,Bem Imóvel,BI,17,Edificação,8,Edificação,ED,"Armazém isolado (oficina mecânica), localizado(a) no estado de Maranhão, cidade(s) de Santa Rita, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-12
tg_bem_classificacao.fid-7766db4e_192a223c909_5408,POINT (-43.68119355248428 -22.345076633549652),2478,Administração,RJ3306107BIED00012,Barão de Juparanã,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Administração, localizado(a) no estado de Rio de Janeiro, cidade(s) de Valença, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-13
tg_bem_classificacao.fid-7766db4e_192a223c909_543b,POINT (-35.29681850473281 -8.12024631291233),2423,Estação Ferroviária de Vitória de Santo Antão,PE2616407BIED00004,Leão Coroado,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Vitória de Santo Antão, localizado(a) no estado de Pernambuco, cidade(s) de Vitória de Santo Antão, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-07
tg_bem_classificacao.fid-7766db4e_192a223c909_5452,POINT (-46.80373646926512 -21.306453327187114),1388,Estação Ferroviária de Guaranésia,MG3128303BIED00001,Acácio Pereira Dias,409 - 533,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Guaranésia, localizado(a) no estado de Minas Gerais, cidade(s) de Guaranésia, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_5454,POINT (-35.296904335420976 -8.120357836196721),1685,Armazém Estação Ferroviária de Vitória de Santo Antão,PE2616407BIED00003,Leão Corado,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém, localizado(a) no estado de Pernambuco, cidade(s) de Vitória de Santo Antão, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_5457,POINT (-44.96555942212534 -22.389138951497316),1537,Terreno da estação Ferroviária de Passa Quatro,MG3147600BIED00011,Arlíndo Luís,95,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Terreno da estação Ferroviária de Passa Quatro, localizado(a) no estado de Minas Gerais, cidade(s) de Passa Quatro, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a223c909_545b,POINT (-51.18537465746612 -29.171528568808558),2492,Casa II,RS4305108BIED00017,Diretor Augusto Pestana,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Residência 002, localizado(a) no estado de Rio Grande do Sul, cidade(s) de Caxias do Sul, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-19
tg_bem_classificacao.fid-7766db4e_192a223c909_545d,POINT (-35.57272702006022 -8.204603180949167),1606,Estação Ferroviária de Gravatá,PE2606408BIED00001,João Pessoa,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Gravatá, localizado(a) no estado de Pernambuco, cidade(s) de Gravatá, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a223c909_547e,POINT (-51.3663917 -23.314944399999998),1374,"Armazém de alvenaria, edificado sobre o Terreno 9",PR4122404BIED00002,Presidente Bernardes,809,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Armazém de alvenaria com área de 277,20 m², edificado sobre o Terreno 9 - NBP 5003617 com área de 4., localizado(a) no estado de Paraná, cidade(s) de Rolândia, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_5495,POINT (-41.77196439498864 -2.905467318861013),2449,Antiga Garagem de Veículos e Depósito,PI2207702BIED00013,Antonio Dumont,140,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antiga Garagem de Veículos e Depósito, localizado(a) no estado de Piauí, cidade(s) de Parnaíba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-11
tg_bem_classificacao.fid-7766db4e_192a223c909_5496,POINT (-43.053267594899374 -21.355587386557364),2395,Casa do Agente Ferroviário,MG3128402BIED00003,Oscár Alves Viêira,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Casa do Agente Ferroviário, localizado(a) no estado de Minas Gerais, cidade(s) de Guarani, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-04
tg_bem_classificacao.fid-7766db4e_192a223c909_54b4,POINT (-49.738354049045796 -25.767838722630714),1651,Estação Ferroviária de Lapa,PR4113205BIED00008,Aloísio Leoni,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Lapa, localizado(a) no estado de Paraná, cidade(s) de Lapa, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_54d4,POINT (-41.74591268926813 -21.64685240210863),1629,Caixa d´água - Reservatório,RJ3304805BIED00003,Paranhos,220,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Caixa d´água - Reservatório, localizado(a) no estado de Rio de Janeiro, cidade(s) de São Fidélis, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_54d6,POINT (-44.04069054702487 -22.96126353457775),1611,Plataforma da antiga Estação Ferroviária de Coroa Grande,RJ3302601BIED00003,Amaral Peixoto,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Plataforma da antiga Estação Ferroviária de Coroa Grande, localizado(a) no estado de Rio de Janeiro, cidade(s) de Mangaratiba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_54de,POINT (-41.77256520980762 -2.9067584809738243),2440,Antiga Lanchonete,PI2207702BIED00004,Antonio Dumont,140,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antiga Lanchonete, localizado(a) no estado de Piauí, cidade(s) de Parnaíba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-11
tg_bem_classificacao.fid-7766db4e_192a223c909_54e6,POINT (-51.15176345530774 -26.472957102824388),2500,Edificação 1,SC4210704BIED00004,Cristóvão Carneiro,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Residência 1, localizado(a) no estado de Santa Catarina, cidade(s) de Matos Costa, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-20
tg_bem_classificacao.fid-7766db4e_192a223c909_551f,POINT (-43.93273199524358 -19.913827105499507),2656,Oficina,MG3106200BIED00015,(Confirmar Endereço),,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Oficina , localizado(a) no estado de Minas Gerais, cidade(s) de Belo Horizonte, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-06-05
tg_bem_classificacao.fid-7766db4e_192a223c909_5524,POINT (-52.38392399944833 -29.97962005766416),1544,Estação Ferroviária de Rio Pardo,RS4315701BIED00002,da Estação,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Rio Pardo, localizado(a) no estado de Rio Grande do Sul, cidade(s) de Rio Pardo, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-23
tg_bem_classificacao.fid-7766db4e_192a223c909_556a,POINT (-35.755075572183245 -8.233765324461283),1659,Estação Ferroviária de Bezerros,PE2601904BIED00001,Vitoriano Pereira de Lima,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Bezerros, localizado(a) no estado de Pernambuco, cidade(s) de Bezerros, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_556d,POINT (-44.24163630693725 -21.127153370824622),1472,Estação Ferroviária Chagas Dória,MG3162500BIED00011,Dr. Elói Réis,229 - 375,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária Chagas Dória, localizado(a) no estado de Minas Gerais, cidade(s) de São João Del Rei, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_5581,POINT (-36.13658852916829 -8.323553444402387),1660,Estação Ferroviária de São Caetano,PE2613107BIED00001,Cabugá,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de São Caetano, localizado(a) no estado de Pernambuco, cidade(s) de São Caitano, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
tg_bem_classificacao.fid-7766db4e_192a223c909_5584,POINT (-44.25633569293217 -21.132881961191245),2404,Complexo Ferroviário-Instalação Sanitária,MG3162500BIED00020,Hermílio Alves,462-600,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Instalação Sanitária , localizado(a) no estado de Minas Gerais, cidade(s) de São João Del Rei, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-04
tg_bem_classificacao.fid-7766db4e_192a223c909_55a8,POINT (-41.771535241546005 -2.9051244373880394),2450,Antigo Banheiro Central e Depósito,PI2207702BIED00014,Antonio Dumont,140,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antigo Banheiro Central e Depósito, localizado(a) no estado de Piauí, cidade(s) de Parnaíba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-11
tg_bem_classificacao.fid-7766db4e_192a223c909_55c5,POINT (-45.43211782126569 -20.460665763044286),1455,Estação Ferroviária de Formiga,MG3126109BIED00003,Gov. Benedito Valadares,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Formiga, localizado(a) no estado de Minas Gerais, cidade(s) de Formiga, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_55cb,POINT (-45.44064992814171 -20.599912838898803),1454,Estação Ferroviária de Timboré,MG3126109BIED00002,Direita,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Timboré, localizado(a) no estado de Minas Gerais, cidade(s) de Formiga, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-22
tg_bem_classificacao.fid-7766db4e_192a223c909_55dd,POINT (-41.77196439498864 -2.90545660381671),2453,Antiga Casa do Agente,PI2207702BIED00017,Antonio Dumont,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antiga Casa do Agente, localizado(a) no estado de Piauí, cidade(s) de Parnaíba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-11
tg_bem_classificacao.fid-7766db4e_192a223c909_55e5,POINT (-41.772093141021344 -2.905960210796238),2443,Antiga Carpintaria,PI2207702BIED00007,Antonio Dumont,140,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antiga Carpintaria, localizado(a) no estado de Piauí, cidade(s) de Parnaíba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-11
tg_bem_classificacao.fid-7766db4e_192a223c909_55fc,POINT (-41.77222188705495 -2.9057244798975836),2445,Antigo Posto Médico,PI2207702BIED00009,Antonio Dumont,140,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Antigo Posto Médico, localizado(a) no estado de Piauí, cidade(s) de Parnaíba, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-11
tg_bem_classificacao.fid-7766db4e_192a223c909_5627,POINT (-35.969378212255705 -8.283164538641005),2424,Pátio Ferroviário de Caruaru,PE2604106BIED00003,Creto Campelo,S/N,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Pátio Ferroviário de Caruaru, localizado(a) no estado de Pernambuco, cidade(s) de Caruaru, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2017-04-07
tg_bem_classificacao.fid-7766db4e_192a223c909_5660,POINT (-36.704114767211514 -8.362370634653551),1662,Estação Ferroviária de Pesqueira,PE2610905BIED00001,Manoel Caetano de Brito,,2,Bem Imóvel,BI,24,Arquitetura de transportes,8,Edificação,ED,"Estação Ferroviária de Pesqueira, localizado(a) no estado de Pernambuco, cidade(s) de Pesqueira, é um Bem Imóvel, do tipo Edificação, com estado de conservação Regular e de preservação Pouco Alterado.",2015-06-24
